date,sales,customer_segment,purchase_amount,feature1,feature2,feature3,target
2023-12-07,921,Segment A,275.9,36,230,0.529,803.57
2023-12-08,964,Segment A,266.19,24,223,0.747,395.15
2023-12-09,979,Segment A,295.94,66,256,0.617,688.68
2023-12-10,312,Segment C,67.64,78,75,0.555,591.58
2023-12-11,665,Segment A,292.09,48,481,0.698,288.32
2023-12-12,869,Segment B,222.72,19,110,0.695,143.83
2023-12-13,927,Segment B,215.81,85,187,0.906,632.83
2023-12-14,817,Segment A,260.03,91,229,0.108,940.15
2023-12-15,317,Segment A,74.72,65,382,0.845,996.94
2023-12-16,808,Segment A,267.55,77,259,0.99,529.46
2023-12-17,560,Segment A,426.09,61,328,0.989,902.98
2023-12-18,398,Segment B,437.87,95,92,0.861,907.8
2023-12-19,881,Segment A,334.56,2,436,0.663,474.39
2023-12-20,602,Segment C,206.94,4,181,0.573,478.68
2023-12-21,130,Segment A,389.29,79,184,0.514,420.06
2023-12-22,615,Segment C,368.55,5,72,0.32,378.5
2023-12-23,152,Segment B,23.37,68,260,0.272,226.13
2023-12-24,278,Segment A,361.31,85,174,0.435,807.46
2023-12-25,441,Segment A,332.43,73,432,0.337,247.86
2023-12-26,507,Segment B,64.99,20,434,0.35,924.85
2023-12-27,657,Segment A,113.33,62,116,0.998,224.92
2023-12-28,391,Segment B,156.65,72,368,0.766,233.89
2023-12-29,837,Segment C,297.27,23,290,0.42,839.57
2023-12-30,607,Segment C,392.08,3,155,0.711,131.0
2023-12-31,662,Segment A,127.66,94,257,0.8,294.64
2023-01-01,387,Segment A,399.78,55,240,0.225,302.96
2023-01-02,712,Segment B,443.83,91,95,0.499,117.53
2023-01-03,865,Segment B,55.05,72,325,0.708,234.77
2023-01-04,945,Segment B,253.84,23,416,0.984,369.09
2023-01-05,620,Segment B,164.5,15,88,0.715,857.52
2023-01-06,635,Segment A,279.65,38,388,0.817,911.98
2023-01-07,867,Segment A,403.65,75,279,0.465,598.17
2023-01-08,853,Segment B,387.63,97,474,0.232,970.45
2023-01-09,877,Segment B,84.32,64,415,0.674,396.39
2023-01-10,813,Segment B,247.74,55,152,0.592,708.86
2023-01-11,597,Segment C,126.16,89,232,0.297,861.84
2023-01-12,609,Segment A,37.43,98,148,0.692,881.2
2023-01-13,680,Segment C,226.63,62,487,0.693,461.5
2023-01-14,359,Segment B,326.75,31,359,0.347,786.14
2023-01-15,561,Segment A,58.64,11,137,0.912,780.33
2023-01-16,680,Segment A,192.73,15,208,0.985,212.41
2023-01-17,723,Segment A,459.38,81,250,0.718,901.95
2023-01-18,626,Segment A,21.12,14,473,0.462,907.3
2023-01-19,106,Segment C,259.14,58,334,0.125,582.09
2023-01-20,839,Segment B,61.45,54,497,0.1,615.0
2023-01-21,251,Segment C,246.29,49,116,0.366,294.7
2023-01-22,648,Segment C,15.34,67,325,0.173,291.49
2023-01-23,213,Segment A,321.17,46,366,0.4,226.76
2023-01-24,361,Segment A,237.82,80,495,0.562,257.86
2023-01-25,965,Segment A,361.31,58,76,0.764,761.94
2023-01-26,452,Segment B,24.69,46,422,0.818,889.05
2023-01-27,575,Segment B,13.42,54,289,0.455,389.47
2023-01-28,141,Segment C,216.74,28,327,0.646,739.23
2023-01-29,581,Segment A,33.69,6,145,0.72,876.67
2023-01-30,883,Segment B,418.71,41,256,0.497,841.53
2023-01-31,373,Segment C,153.82,69,213,0.346,814.6
2023-02-01,873,Segment A,59.16,97,428,0.28,182.08
2023-02-02,353,Segment C,297.36,15,216,0.975,642.78
2023-02-03,497,Segment A,255.14,96,339,0.818,106.39
2023-02-04,321,Segment C,307.9,14,91,0.531,909.7
2023-02-05,307,Segment C,98.06,22,397,0.217,445.18
2023-02-06,441,Segment C,454.17,59,406,0.64,175.38
2023-02-07,327,Segment B,61.68,53,85,0.368,152.22
2023-02-08,159,Segment A,283.39,12,441,0.893,403.05
2023-02-09,975,Segment B,195.76,47,256,0.186,521.38
2023-02-10,750,Segment B,156.99,86,270,0.517,940.54
2023-02-11,680,Segment B,363.72,16,254,0.612,168.52
2023-02-12,246,Segment C,490.51,75,383,0.962,728.39
2023-02-13,201,Segment C,58.09,74,248,0.373,459.59
2023-02-14,485,Segment A,495.49,37,105,0.535,142.7
2023-02-15,956,Segment C,386.34,73,283,0.51,498.78
2023-02-16,576,Segment C,10.16,32,88,0.102,496.13
2023-02-17,516,Segment C,413.07,22,453,0.868,670.99
2023-02-18,126,Segment B,349.5,66,457,0.394,205.5
2023-02-19,755,Segment A,26.11,46,181,0.529,301.24
2023-02-20,268,Segment B,212.19,90,66,0.765,262.83
2023-02-21,339,Segment A,474.4,29,82,0.609,388.28
2023-02-22,803,Segment C,12.94,59,477,0.94,244.6
2023-02-23,256,Segment B,261.37,65,356,0.15,352.1
2023-02-24,581,Segment A,380.96,68,173,0.416,605.25
2023-02-25,748,Segment A,58.78,41,373,0.95,720.05
2023-02-26,842,Segment C,98.09,20,55,0.892,565.57
2023-02-27,802,Segment C,89.94,10,178,0.271,982.41
2023-02-28,362,Segment A,62.54,71,102,0.959,379.14
2023-03-01,403,Segment B,478.11,20,329,0.281,565.61
2023-03-02,768,Segment B,250.97,17,110,0.699,683.15
2023-03-03,741,Segment A,272.73,92,105,0.924,820.4
2023-03-04,166,Segment B,199.37,35,169,0.263,220.04
2023-03-05,111,Segment A,34.92,17,230,0.626,486.21
2023-03-06,308,Segment B,345.59,31,173,0.465,955.94
2023-03-07,676,Segment B,20.09,75,209,0.918,261.69
2023-03-08,705,Segment B,185.37,10,307,0.187,535.38
2023-03-09,530,Segment A,358.44,73,243,0.232,740.09
2023-03-10,511,Segment A,357.62,59,140,0.448,360.65
2023-03-11,815,Segment B,413.33,57,87,0.648,543.14
2023-03-12,445,Segment C,480.34,20,410,0.157,631.67
2023-03-13,333,Segment A,484.29,49,428,0.632,541.25
2023-03-14,598,Segment B,264.15,33,414,0.717,756.02
2023-03-15,630,Segment C,108.46,85,294,0.542,404.87
2023-03-16,565,Segment A,465.51,65,256,0.991,809.87
2023-03-17,931,Segment A,481.77,63,478,0.344,982.47
2023-03-18,123,Segment C,374.53,53,315,0.664,655.21
2023-03-19,139,Segment A,252.92,60,492,0.877,332.18
2023-03-20,818,Segment B,369.95,11,344,0.814,128.03
2023-03-21,973,Segment B,125.93,45,478,0.245,830.22
2023-03-22,782,Segment A,20.41,36,390,0.195,416.72
2023-03-23,329,Segment A,198.48,84,81,0.951,988.56
2023-03-24,734,Segment C,191.32,50,208,0.837,997.78
2023-03-25,923,Segment C,265.6,92,433,0.372,929.66
2023-03-26,462,Segment C,100.69,87,413,0.479,242.15
2023-03-27,269,Segment C,263.03,18,407,0.982,280.71
2023-03-28,433,Segment B,86.93,16,488,0.801,316.47
2023-03-29,746,Segment C,50.46,60,456,0.368,691.81
2023-03-30,988,Segment C,340.04,10,450,0.47,323.62
2023-03-31,846,Segment C,251.2,44,243,0.106,365.72
2023-04-01,741,Segment B,340.02,67,204,0.31,227.4
2023-04-02,157,Segment C,396.92,3,332,0.505,479.3
2023-04-03,995,Segment C,259.4,9,133,0.121,938.83
2023-04-04,925,Segment A,45.54,82,77,0.267,798.14
2023-04-05,717,Segment A,444.33,18,82,0.473,144.78
2023-04-06,278,Segment C,91.25,40,121,0.995,448.8
2023-04-07,145,Segment B,328.0,57,359,0.216,435.62
2023-04-08,452,Segment A,474.99,46,424,0.782,235.61
2023-04-09,580,Segment C,267.69,29,195,0.179,760.65
2023-04-10,974,Segment B,188.19,86,146,0.978,973.49
2023-04-11,546,Segment A,313.15,72,376,0.253,239.95
2023-04-12,558,Segment C,244.38,28,403,0.473,971.27
2023-04-13,610,Segment B,174.54,46,198,0.87,727.88
2023-04-14,431,Segment A,227.39,23,391,0.7,813.76
2023-04-15,543,Segment A,442.74,38,177,0.525,119.69
2023-04-16,597,Segment C,232.18,79,162,0.349,724.31
2023-04-17,829,Segment C,302.83,64,397,0.915,816.24
2023-04-18,948,Segment A,361.78,6,197,0.855,166.34
2023-04-19,622,Segment A,186.96,86,273,0.147,960.41
2023-04-20,162,Segment C,431.25,99,385,0.899,443.29
2023-04-21,598,Segment B,12.45,12,252,0.973,799.09
2023-04-22,456,Segment A,80.29,84,193,0.614,896.32
2023-04-23,128,Segment A,71.15,6,157,0.302,297.83
2023-04-24,116,Segment A,24.06,41,481,0.218,312.85
2023-04-25,787,Segment B,305.84,75,215,0.431,602.64
2023-04-26,675,Segment B,405.83,65,66,0.831,829.41
2023-04-27,208,Segment A,391.28,55,433,0.824,153.29
2023-04-28,533,Segment A,382.64,99,189,0.714,320.35
2023-04-29,114,Segment C,30.16,57,277,0.127,867.8
2023-04-30,115,Segment B,391.26,81,195,0.385,836.56
2023-05-01,597,Segment B,214.07,63,455,0.498,106.98
2023-05-02,535,Segment C,59.66,64,232,0.37,474.76
2023-05-03,134,Segment B,41.86,45,331,0.864,688.15
2023-05-04,651,Segment C,489.6,79,345,0.485,627.12
2023-05-05,369,Segment C,358.93,28,209,0.452,742.88
2023-05-06,541,Segment B,383.21,65,81,0.42,672.23
2023-05-07,712,Segment A,429.64,86,383,0.212,907.74
2023-05-08,656,Segment A,400.48,88,71,0.245,835.17
2023-05-09,420,Segment A,332.03,13,113,0.758,910.04
2023-05-10,676,Segment B,326.77,89,284,0.883,873.32
2023-05-11,439,Segment C,468.67,38,245,0.947,619.24
2023-05-12,832,Segment C,320.0,36,112,0.184,101.99
2023-05-13,715,Segment C,325.49,87,217,0.76,329.65
2023-05-14,763,Segment C,461.45,84,335,0.546,699.62
2023-05-15,629,Segment A,154.4,37,471,0.989,585.73
2023-05-16,706,Segment A,90.49,6,250,0.258,718.91
2023-05-17,858,Segment A,337.19,13,86,0.436,536.27
2023-05-18,741,Segment B,196.82,4,200,0.622,439.51
2023-05-19,969,Segment B,308.92,32,297,0.809,930.75
2023-05-20,161,Segment A,413.25,53,375,0.302,452.29
2023-05-21,282,Segment C,144.58,53,303,0.87,238.99
2023-05-22,523,Segment A,51.57,80,314,0.615,923.14
2023-05-23,217,Segment A,155.85,65,321,0.128,810.89
2023-05-24,981,Segment A,42.76,84,470,0.927,174.35
2023-05-25,269,Segment A,195.56,29,262,0.183,163.35
2023-05-26,219,Segment B,398.91,5,308,0.947,457.21
2023-05-27,822,Segment B,232.85,87,445,0.694,740.64
2023-05-28,553,Segment B,325.75,29,421,0.396,495.53
2023-05-29,895,Segment B,51.9,72,333,0.351,591.75
2023-05-30,465,Segment C,320.46,67,59,0.935,360.29
2023-05-31,285,Segment A,168.49,14,175,0.908,350.45
2023-06-01,234,Segment A,354.47,83,466,0.731,821.89
2023-06-02,902,Segment A,206.31,89,57,0.567,698.38
2023-06-03,695,Segment B,468.71,20,446,0.503,738.35
2023-06-04,304,Segment C,427.99,65,316,0.834,557.54
2023-06-05,769,Segment C,14.55,40,231,0.95,920.9
2023-06-06,965,Segment A,96.43,22,273,0.806,748.85
2023-06-07,340,Segment B,65.38,28,253,0.742,121.45
2023-06-08,684,Segment A,347.64,69,372,0.976,880.85
2023-06-09,726,Segment C,385.3,85,477,0.916,865.08
2023-06-10,252,Segment C,214.58,67,460,0.57,208.51
2023-06-11,624,Segment C,113.37,5,234,0.671,415.73
2023-06-12,739,Segment B,83.12,49,57,0.497,987.78
2023-06-13,722,Segment A,386.23,51,324,0.39,133.57
2023-06-14,920,Segment B,454.71,15,216,0.326,589.37
2023-06-15,738,Segment C,461.93,6,212,0.292,654.91
2023-06-16,137,Segment C,49.05,95,159,0.755,758.8
2023-06-17,537,Segment A,108.35,18,65,0.776,554.86
2023-06-18,937,Segment C,104.59,44,364,0.852,824.49
2023-06-19,730,Segment C,94.39,74,283,0.624,122.25
2023-06-20,367,Segment B,384.93,94,77,0.293,575.49
2023-06-21,207,Segment A,125.02,96,236,0.311,605.62
2023-06-22,393,Segment A,395.76,93,429,0.486,929.53
2023-06-23,319,Segment C,443.32,63,460,0.34,419.62
2023-06-24,373,Segment C,282.41,97,257,0.921,295.97
2023-06-25,388,Segment C,308.37,87,393,0.586,158.69
2023-06-26,804,Segment B,114.73,29,424,0.984,718.09
2023-06-27,890,Segment B,34.28,69,204,0.889,975.72
2023-06-28,137,Segment A,32.7,76,117,0.356,471.04
2023-06-29,574,Segment A,123.8,62,364,0.497,349.25
2023-06-30,212,Segment B,436.73,36,480,0.379,216.26
2023-07-01,620,Segment C,332.16,29,334,0.155,405.23
2023-07-02,830,Segment C,395.75,99,479,0.866,283.66
2023-07-03,901,Segment C,304.35,52,171,0.899,845.77
2023-07-04,817,Segment A,130.51,27,217,0.625,634.56
2023-07-05,974,Segment B,430.05,77,451,0.287,363.66
2023-07-06,271,Segment A,395.26,69,398,0.875,782.48
2023-07-07,285,Segment A,57.87,82,103,0.647,330.04
2023-07-08,848,Segment B,56.16,9,376,0.362,654.45
2023-07-09,761,Segment A,120.9,39,408,0.811,351.03
2023-07-10,301,Segment B,48.86,57,471,0.547,311.26
2023-07-11,906,Segment B,174.64,83,145,0.447,980.5
2023-07-12,553,Segment A,153.48,37,89,0.496,941.69
2023-07-13,813,Segment A,279.7,56,54,0.889,650.54
2023-07-14,301,Segment C,443.17,82,179,0.143,870.49
2023-07-15,129,Segment B,241.8,5,276,0.37,179.44
2023-07-16,192,Segment B,209.95,78,495,0.357,345.51
2023-07-17,708,Segment C,371.13,24,375,0.463,103.81
2023-07-18,694,Segment A,303.39,86,76,0.343,689.43
2023-07-19,501,Segment A,98.55,50,61,0.287,854.35
2023-07-20,386,Segment C,128.2,81,271,0.144,652.9
2023-07-21,293,Segment C,469.2,91,264,0.268,501.12
2023-07-22,750,Segment A,226.48,21,160,0.856,747.95
2023-07-23,929,Segment A,458.46,73,215,0.902,736.49
2023-07-24,671,Segment C,415.42,99,429,0.155,369.24
2023-07-25,795,Segment A,244.34,87,469,0.683,458.68
2023-07-26,181,Segment A,394.2,78,341,0.578,214.55
2023-07-27,127,Segment B,421.89,66,232,0.795,365.45
2023-07-28,331,Segment A,469.92,34,363,0.577,223.06
2023-07-29,214,Segment A,347.65,2,410,0.451,193.43
2023-07-30,506,Segment A,320.27,69,251,0.745,731.43
2023-07-31,565,Segment A,271.65,54,109,0.481,852.04
2023-08-01,234,Segment B,336.34,75,194,0.267,949.62
2023-08-02,680,Segment C,81.17,99,218,0.11,954.43
2023-08-03,799,Segment C,229.72,87,187,0.555,545.31
2023-08-04,622,Segment C,407.56,76,56,0.837,794.34
2023-08-05,901,Segment A,188.34,88,451,0.607,614.0
2023-08-06,141,Segment A,443.4,62,247,0.633,823.07
2023-08-07,405,Segment A,136.36,44,238,0.639,753.95
2023-08-08,900,Segment A,147.51,9,95,0.698,422.94
2023-08-09,852,Segment B,457.09,24,474,0.634,653.94
2023-08-10,412,Segment B,381.9,97,454,0.18,312.21
2023-08-11,221,Segment A,224.23,65,278,0.504,739.74
2023-08-12,210,Segment A,128.82,85,94,0.313,824.08
2023-08-13,388,Segment A,51.15,60,248,0.185,861.6
2023-08-14,768,Segment B,83.17,63,288,0.493,733.82
2023-08-15,402,Segment A,270.0,45,400,0.994,710.09
2023-08-16,822,Segment C,14.25,2,232,0.963,341.17
2023-08-17,774,Segment B,266.65,65,400,0.615,381.09
2023-08-18,697,Segment C,182.59,97,91,0.606,216.76
2023-08-19,466,Segment C,323.93,48,71,0.612,831.22
2023-08-20,943,Segment C,102.36,93,460,0.481,274.61
2023-08-21,543,Segment A,259.32,23,452,0.717,414.34
2023-08-22,729,Segment B,415.25,92,305,0.67,583.94
2023-08-23,631,Segment B,33.47,84,440,0.158,736.89
2023-08-24,541,Segment C,58.85,15,439,0.102,721.46
2023-08-25,390,Segment A,409.2,53,327,0.557,950.11
2023-08-26,125,Segment A,480.65,71,51,0.518,838.86
2023-08-27,108,Segment A,368.6,3,347,0.907,813.55
2023-08-28,230,Segment A,280.32,96,338,0.818,272.21
2023-08-29,143,Segment C,462.34,8,407,0.292,645.97
2023-08-30,195,Segment B,233.92,23,283,0.18,846.07
2023-08-31,716,Segment A,449.23,83,113,0.1,368.73
2023-09-01,848,Segment A,30.52,17,381,0.53,817.0
2023-09-02,676,Segment B,466.44,21,121,0.701,663.8
2023-09-03,453,Segment B,365.75,35,94,0.173,154.76
2023-09-04,923,Segment B,374.94,14,493,0.881,227.46
2023-09-05,316,Segment B,442.33,84,228,0.383,160.08
2023-09-06,216,Segment A,27.69,63,136,0.882,257.02
2023-09-07,732,Segment A,355.65,2,63,0.124,325.2
2023-09-08,355,Segment A,26.05,19,148,0.964,715.06
2023-09-09,380,Segment C,49.54,9,333,0.108,520.75
2023-09-10,388,Segment B,477.77,25,195,0.717,163.03
2023-09-11,660,Segment B,46.07,28,92,0.836,680.35
2023-09-12,495,Segment A,34.07,98,418,0.407,968.72
2023-09-13,774,Segment A,82.67,16,477,0.25,206.41
2023-09-14,810,Segment C,292.03,86,168,0.105,890.96
2023-09-15,736,Segment B,312.16,51,325,0.622,679.02
2023-09-16,909,Segment B,218.61,40,88,0.243,935.51
2023-09-17,343,Segment A,480.38,1,310,0.443,621.17
2023-09-18,393,Segment A,263.19,16,332,0.482,687.84
2023-09-19,856,Segment A,271.07,70,393,0.74,531.39
2023-09-20,150,Segment C,84.22,32,364,0.991,490.05
2023-09-21,772,Segment A,265.77,25,340,0.464,990.93
2023-09-22,347,Segment B,399.57,5,493,0.991,603.67
2023-09-23,944,Segment C,438.37,5,462,0.719,586.77
2023-09-24,665,Segment C,197.87,13,284,0.907,968.75
2023-09-25,845,Segment A,349.84,17,93,0.257,989.58
2023-09-26,879,Segment B,44.85,61,319,0.184,780.18
2023-09-27,311,Segment A,60.23,37,131,0.416,976.8
2023-09-28,288,Segment C,334.49,55,65,0.412,807.01
2023-09-29,914,Segment B,487.91,85,221,0.413,207.27
2023-09-30,670,Segment C,421.47,45,242,0.887,318.12
2023-10-01,829,Segment A,415.08,7,157,0.232,731.28
2023-10-02,974,Segment A,290.42,14,257,0.895,953.58
2023-10-03,864,Segment A,450.14,93,424,0.502,471.27
2023-10-04,601,Segment B,396.9,50,322,0.772,598.87
2023-10-05,782,Segment C,170.34,22,176,0.691,308.5
2023-10-06,176,Segment A,151.68,35,283,0.835,517.65
2023-10-07,860,Segment C,174.64,17,290,0.559,966.49
2023-10-08,683,Segment C,217.76,79,344,0.844,353.16
2023-10-09,369,Segment C,368.4,38,170,0.136,973.47
2023-10-10,914,Segment A,20.33,72,378,0.328,993.53
2023-10-11,145,Segment C,469.99,36,426,0.23,422.86
2023-10-12,312,Segment B,292.41,73,203,0.475,579.93
2023-10-13,262,Segment A,480.79,77,475,0.983,774.37
2023-10-14,958,Segment C,100.57,66,310,0.696,813.13
2023-10-15,726,Segment B,399.52,31,453,0.788,931.74
2023-10-16,333,Segment B,201.9,42,342,0.117,855.7
2023-10-17,478,Segment C,140.63,26,205,0.976,926.26
2023-10-18,850,Segment C,421.24,58,410,0.106,993.64
2023-10-19,647,Segment B,210.28,82,61,0.664,698.31
2023-10-20,387,Segment B,252.78,5,62,0.979,820.06
2023-10-21,569,Segment B,237.49,34,220,0.268,317.66
2023-10-22,918,Segment C,276.84,82,344,0.661,946.47
2023-10-23,762,Segment A,17.9,96,193,0.699,998.56
2023-10-24,252,Segment B,320.9,29,484,0.533,163.68
2023-10-25,714,Segment A,499.63,55,110,0.572,356.0
2023-10-26,959,Segment C,373.19,49,464,0.622,930.16
2023-10-27,701,Segment C,481.24,32,422,0.839,968.73
2023-10-28,753,Segment A,356.5,54,336,0.901,220.12
2023-10-29,108,Segment A,153.57,30,495,0.94,664.44
2023-10-30,180,Segment A,33.65,22,425,0.63,706.24
2023-10-31,344,Segment A,180.71,86,83,0.624,747.33
2023-11-01,166,Segment B,322.93,49,172,0.103,883.32
2023-11-02,785,Segment A,269.06,70,319,0.925,354.63
2023-11-03,592,Segment A,150.85,93,143,0.477,633.38
2023-11-04,228,Segment C,192.55,21,220,0.295,924.44
2023-11-05,217,Segment B,53.66,59,495,0.658,508.9
2023-11-06,258,Segment B,491.52,64,304,0.744,578.87
2023-11-07,772,Segment A,135.38,61,143,0.173,844.58
2023-11-08,542,Segment B,183.14,22,326,0.824,992.31
2023-11-09,108,Segment A,387.73,97,92,0.451,146.97
2023-11-10,321,Segment A,187.3,51,72,0.602,285.75
2023-11-11,168,Segment C,25.26,75,222,0.84,179.32
2023-11-12,798,Segment B,151.28,60,189,0.12,631.95
2023-11-13,914,Segment A,224.23,5,286,0.651,183.99
2023-11-14,140,Segment B,373.19,98,238,0.252,619.43
2023-11-15,790,Segment A,92.47,80,348,0.447,758.94
2023-11-16,523,Segment A,328.71,98,402,0.246,690.1
2023-11-17,721,Segment C,408.35,22,395,0.13,571.06
2023-11-18,484,Segment A,482.68,71,193,0.524,538.09
2023-11-19,724,Segment B,314.42,40,129,0.303,295.89
2023-11-20,167,Segment B,81.58,95,253,0.215,265.02
2023-11-21,418,Segment A,414.11,98,403,0.296,475.89
2023-11-22,417,Segment B,180.63,81,115,0.547,992.23
2023-11-23,169,Segment B,236.26,93,57,0.438,360.13
2023-11-24,658,Segment C,264.55,75,123,0.697,441.83
2023-11-25,771,Segment A,117.52,7,136,0.275,569.9
2023-11-26,359,Segment B,158.78,24,100,0.561,483.26
2023-11-27,754,Segment A,328.48,5,450,0.305,664.28
2023-11-28,427,Segment C,96.06,42,58,0.546,853.36
2023-11-29,658,Segment A,372.21,64,178,0.506,585.76
2023-11-30,574,Segment B,190.54,36,136,0.752,265.0
2023-12-01,711,Segment C,316.74,48,150,0.214,401.04
2023-12-02,823,Segment C,165.0,85,109,0.882,882.14
2023-12-03,472,Segment A,44.16,1,348,0.569,281.81
2023-12-04,827,Segment A,410.65,51,60,0.313,324.82
2023-12-05,785,Segment B,75.86,99,131,0.109,367.68
2023-12-06,830,Segment C,499.11,70,210,0.365,156.22
2023-12-07,265,Segment C,356.16,15,417,0.99,365.75
2023-12-08,567,Segment A,118.28,79,324,0.621,981.2
2023-12-09,197,Segment A,305.64,42,241,0.987,813.56
2023-12-10,492,Segment B,414.05,48,477,0.81,428.82
2023-12-11,943,Segment A,476.58,38,367,0.545,296.86
2023-12-12,231,Segment A,334.48,56,195,0.175,852.68
2023-12-13,516,Segment C,268.34,19,446,0.81,751.94
2023-12-14,724,Segment B,10.16,67,476,0.197,551.47
2023-12-15,616,Segment C,298.11,39,127,0.315,911.02
2023-12-16,992,Segment C,15.83,70,185,0.232,918.56
2023-12-17,302,Segment A,194.19,25,246,0.85,526.6
2023-12-18,982,Segment A,236.77,66,222,0.415,968.35
2023-12-19,808,Segment B,480.21,89,401,0.668,919.8
2023-12-20,855,Segment B,428.91,48,85,0.695,783.81
2023-12-21,200,Segment B,233.62,93,387,0.452,156.53
2023-12-22,531,Segment B,103.1,23,262,0.356,881.09
2023-12-23,626,Segment C,396.32,40,97,0.262,484.64
2023-12-24,376,Segment A,210.02,86,130,0.628,396.27
2023-12-25,236,Segment C,414.77,40,410,0.613,143.42
2023-12-26,626,Segment B,228.61,52,327,0.543,869.42
2023-12-27,985,Segment C,99.62,45,214,0.782,482.51
2023-12-28,575,Segment A,36.72,90,192,0.533,704.12
2023-12-29,100,Segment A,192.84,53,414,0.601,123.1
2023-12-30,447,Segment B,86.74,27,196,0.321,947.13
2023-12-31,842,Segment A,175.07,77,226,0.742,364.28
2023-01-01,848,Segment B,252.38,79,147,0.833,859.71
2023-01-02,631,Segment C,71.42,81,74,0.347,604.01
2023-01-03,781,Segment C,441.8,92,221,0.842,306.7
2023-01-04,182,Segment A,312.02,49,391,0.978,392.57
2023-01-05,980,Segment C,358.2,10,186,0.47,301.59
2023-01-06,564,Segment A,93.42,67,409,0.732,104.26
2023-01-07,450,Segment C,265.37,32,66,0.397,514.98
2023-01-08,292,Segment A,389.71,12,410,0.802,755.41
2023-01-09,538,Segment A,182.4,89,390,0.856,684.07
2023-01-10,290,Segment A,456.18,95,158,0.164,156.79
2023-01-11,966,Segment A,247.68,62,299,0.565,706.59
2023-01-12,656,Segment B,290.4,22,348,0.12,383.71
2023-01-13,526,Segment C,179.57,25,388,0.439,567.48
2023-01-14,366,Segment B,74.51,43,191,0.204,814.97
2023-01-15,739,Segment B,402.99,61,111,0.332,307.71
2023-01-16,242,Segment B,134.29,51,371,0.873,856.83
2023-01-17,144,Segment C,89.56,19,365,0.319,852.62
2023-01-18,713,Segment C,319.14,34,478,0.356,262.97
2023-01-19,916,Segment B,105.91,34,461,0.126,612.28
2023-01-20,292,Segment A,30.69,4,78,0.144,958.05
2023-01-21,595,Segment A,417.37,77,135,0.931,651.6
2023-01-22,282,Segment A,349.98,26,127,0.588,550.56
2023-01-23,976,Segment B,255.28,6,86,0.396,913.77
